orderDate,orderDate_Year,orderDate_Quarter,orderDate_Month,orderDate_Week,orderDate_Date,fiscalMonth,fiscalQuart,fiscalWeek,fiscalYear
03/08/10,2010,1,3,11,8,12,4,50,2009
03/08/10,2010,1,3,11,8,12,4,50,2009
05/20/10,2010,2,5,21,20,2,1,8,2010
05/28/10,2010,2,5,22,28,2,1,9,2010
05/28/10,2010,2,5,22,28,2,1,9,2010
09/29/10,2010,3,9,40,29,6,2,27,2010
09/29/10,2010,3,9,40,29,6,2,27,2010
10/08/10,2010,4,10,41,8,7,3,28,2010
07/27/05,2005,3,7,31,27,4,2,18,2005
07/27/05,2005,3,7,31,27,4,2,18,2005
07/26/05,2005,3,7,31,26,4,2,18,2005
09/25/10,2010,3,9,39,25,6,2,26,2010
07/07/05,2005,3,7,28,7,4,2,15,2005
07/07/05,2005,3,7,28,7,4,2,15,2005
07/19/05,2005,3,7,30,19,4,2,17,2005
07/19/05,2005,3,7,30,19,4,2,17,2005
07/21/05,2005,3,7,30,21,4,2,17,2005
07/17/05,2005,3,7,30,17,4,2,17,2005
07/17/05,2005,3,7,30,17,4,2,17,2005
07/17/05,2005,3,7,30,17,4,2,17,2005
07/04/05,2005,3,7,28,4,4,2,15,2005
07/04/05,2005,3,7,28,4,4,2,15,2005
11/15/08,2008,4,11,46,15,8,3,33,2008
11/15/08,2008,4,11,46,15,8,3,33,2008
11/15/08,2008,4,11,46,15,8,3,33,2008
11/15/08,2008,4,11,46,15,8,3,33,2008
11/15/08,2008,4,11,46,15,8,3,33,2008
06/07/10,2010,2,6,24,7,3,1,11,2010
06/07/10,2010,2,6,24,7,3,1,11,2010
04/04/08,2008,2,4,14,4,1,1,1,2008
04/04/08,2008,2,4,14,4,1,1,1,2008
01/15/10,2010,1,1,3,15,10,4,42,2009
01/15/10,2010,1,1,3,15,10,4,42,2009
01/01/10,2010,1,1,1,1,10,4,40,2009
01/01/10,2010,1,1,1,1,10,4,40,2009
12/26/09,2009,4,12,52,26,9,3,39,2009
12/28/09,2009,4,12,1,28,9,3,40,2009
01/06/10,2010,1,1,2,6,10,4,41,2009
01/20/10,2010,1,1,4,20,10,4,43,2009
01/22/10,2010,1,1,4,22,10,4,43,2009
10/06/08,2008,4,10,41,6,7,3,28,2008
10/06/08,2008,4,10,41,6,7,3,28,2008
05/06/08,2008,2,5,19,6,2,1,6,2008
05/06/08,2008,2,5,19,6,2,1,6,2008
11/28/05,2005,4,11,49,28,8,3,36,2005
12/15/05,2005,4,12,51,15,9,3,38,2005
12/15/05,2005,4,12,51,15,9,3,38,2005
12/15/05,2005,4,12,51,15,9,3,38,2005
07/06/06,2006,3,7,27,6,4,2,14,2006
07/06/06,2006,3,7,27,6,4,2,14,2006
12/19/05,2005,4,12,52,19,9,3,39,2005
12/06/05,2005,4,12,50,6,9,3,37,2005
12/06/05,2005,4,12,50,6,9,3,37,2005
08/10/09,2009,3,8,33,10,5,2,20,2009
08/22/09,2009,3,8,34,22,5,2,21,2009
08/01/05,2005,3,8,32,1,5,2,19,2005
08/01/05,2005,3,8,32,1,5,2,19,2005
08/06/09,2009,3,8,32,6,5,2,19,2009
08/06/09,2009,3,8,32,6,5,2,19,2009
07/15/05,2005,3,7,29,15,4,2,16,2005
07/10/05,2005,3,7,29,10,4,2,16,2005
08/24/09,2009,3,8,35,24,5,2,22,2009
08/24/09,2009,3,8,35,24,5,2,22,2009
08/27/09,2009,3,8,35,27,5,2,22,2009
08/19/09,2009,3,8,34,19,5,2,21,2009
08/19/09,2009,3,8,34,19,5,2,21,2009
08/19/09,2009,3,8,34,19,5,2,21,2009
07/16/07,2007,3,7,29,16,4,2,16,2007
12/05/06,2006,4,12,49,5,9,3,36,2006
11/27/07,2007,4,11,48,27,8,3,35,2007
11/21/07,2007,4,11,47,21,8,3,34,2007
11/22/07,2007,4,11,47,22,8,3,34,2007
11/01/07,2007,4,11,44,1,8,3,31,2007
11/01/07,2007,4,11,44,1,8,3,31,2007
11/19/07,2007,4,11,47,19,8,3,34,2007
05/30/07,2007,2,5,22,30,2,1,9,2007
11/17/07,2007,4,11,46,17,8,3,33,2007
12/04/07,2007,4,12,49,4,9,3,36,2007
02/02/09,2009,1,2,6,2,11,4,45,2008
02/02/09,2009,1,2,6,2,11,4,45,2008
06/21/08,2008,2,6,25,21,3,1,12,2008
06/28/08,2008,2,6,26,28,3,1,13,2008
06/26/08,2008,2,6,26,26,3,1,13,2008
06/26/08,2008,2,6,26,26,3,1,13,2008
06/26/08,2008,2,6,26,26,3,1,13,2008
06/26/08,2008,2,6,26,26,3,1,13,2008
06/08/10,2010,2,6,24,8,3,1,11,2010
06/08/10,2010,2,6,24,8,3,1,11,2010
06/02/08,2008,2,6,23,2,3,1,10,2008
06/02/08,2008,2,6,23,2,3,1,10,2008
06/02/08,2008,2,6,23,2,3,1,10,2008
06/02/08,2008,2,6,23,2,3,1,10,2008
06/04/08,2008,2,6,23,4,3,1,10,2008
02/13/07,2007,1,2,7,13,11,4,46,2006
06/10/08,2008,2,6,24,10,3,1,11,2008
01/18/08,2008,1,1,3,18,10,4,42,2007
01/28/08,2008,1,1,5,28,10,4,44,2007
01/15/08,2008,1,1,3,15,10,4,42,2007
01/15/08,2008,1,1,3,15,10,4,42,2007
12/24/07,2007,4,12,52,24,9,3,39,2007
01/04/08,2008,1,1,1,4,10,4,40,2007
01/16/08,2008,1,1,3,16,10,4,42,2007
01/16/08,2008,1,1,3,16,10,4,42,2007
01/16/08,2008,1,1,3,16,10,4,42,2007
01/16/08,2008,1,1,3,16,10,4,42,2007
01/16/08,2008,1,1,3,16,10,4,42,2007
01/30/06,2006,1,1,5,30,10,4,44,2005
01/30/06,2006,1,1,5,30,10,4,44,2005
05/02/05,2005,2,5,19,2,2,1,6,2005
05/02/05,2005,2,5,19,2,2,1,6,2005
01/28/06,2006,1,1,4,28,10,4,43,2005
01/28/06,2006,1,1,4,28,10,4,43,2005
01/18/06,2006,1,1,3,18,10,4,42,2005
01/17/06,2006,1,1,3,17,10,4,42,2005
01/28/06,2006,1,1,4,28,10,4,43,2005
05/12/05,2005,2,5,20,12,2,1,7,2005
05/16/05,2005,2,5,21,16,2,1,8,2005
04/24/05,2005,2,4,18,24,1,1,5,2005
04/27/05,2005,2,4,18,27,1,1,5,2005
04/27/05,2005,2,4,18,27,1,1,5,2005
08/01/08,2008,3,8,31,1,5,2,18,2008
07/10/08,2008,3,7,28,10,4,2,15,2008
07/10/08,2008,3,7,28,10,4,2,15,2008
07/10/08,2008,3,7,28,10,4,2,15,2008
07/12/08,2008,3,7,28,12,4,2,15,2008
07/12/08,2008,3,7,28,12,4,2,15,2008
07/12/08,2008,3,7,28,12,4,2,15,2008
07/12/08,2008,3,7,28,12,4,2,15,2008
07/06/08,2008,3,7,28,6,4,2,15,2008
07/10/08,2008,3,7,28,10,4,2,15,2008
07/30/08,2008,3,7,31,30,4,2,18,2008
07/30/08,2008,3,7,31,30,4,2,18,2008
07/04/08,2008,3,7,27,4,4,2,14,2008
05/26/10,2010,2,5,22,26,2,1,9,2010
12/27/06,2006,4,12,52,27,9,3,39,2006
10/07/10,2010,4,10,41,7,7,3,28,2010
09/02/08,2008,3,9,36,2,6,2,23,2008
07/07/06,2006,3,7,27,7,4,2,14,2006
07/07/06,2006,3,7,27,7,4,2,14,2006
01/10/06,2006,1,1,2,10,10,4,41,2005
01/30/06,2006,1,1,5,30,10,4,44,2005
01/09/07,2007,1,1,2,9,10,4,41,2006
01/09/07,2007,1,1,2,9,10,4,41,2006
01/09/07,2007,1,1,2,9,10,4,41,2006
06/22/10,2010,2,6,26,22,3,1,13,2010
03/10/09,2009,1,3,11,10,12,4,50,2008
03/10/09,2009,1,3,11,10,12,4,50,2008
03/29/09,2009,1,3,14,29,12,4,1,2008
03/15/09,2009,1,3,12,15,12,4,51,2008
03/15/09,2009,1,3,12,15,12,4,51,2008
09/23/10,2010,3,9,39,23,6,2,26,2010
09/23/10,2010,3,9,39,23,6,2,26,2010
09/23/10,2010,3,9,39,23,6,2,26,2010
06/10/07,2007,2,6,24,10,3,1,11,2007
03/26/05,2005,1,3,13,26,12,4,0,2004
09/19/08,2008,3,9,38,19,6,2,25,2008
09/19/08,2008,3,9,38,19,6,2,25,2008
09/18/07,2007,3,9,38,18,6,2,25,2007
09/18/07,2007,3,9,38,18,6,2,25,2007
09/18/07,2007,3,9,38,18,6,2,25,2007
01/12/08,2008,1,1,2,12,10,4,41,2007
05/23/09,2009,2,5,21,23,2,1,8,2009
06/02/09,2009,2,6,23,2,3,1,10,2009
06/02/09,2009,2,6,23,2,3,1,10,2009
01/16/08,2008,1,1,3,16,10,4,42,2007
06/05/09,2009,2,6,23,5,3,1,10,2009
09/09/10,2010,3,9,37,9,6,2,24,2010
05/28/09,2009,2,5,22,28,2,1,9,2009
05/28/09,2009,2,5,22,28,2,1,9,2009
05/22/09,2009,2,5,21,22,2,1,8,2009
01/22/08,2008,1,1,4,22,10,4,43,2007
06/05/09,2009,2,6,23,5,3,1,10,2009
03/08/08,2008,1,3,10,8,12,4,49,2007
02/29/08,2008,1,2,9,29,11,4,48,2007
02/29/08,2008,1,2,9,29,11,4,48,2007
02/18/08,2008,1,2,8,18,11,4,47,2007
02/18/08,2008,1,2,8,18,11,4,47,2007
02/25/08,2008,1,2,9,25,11,4,48,2007
02/16/08,2008,1,2,7,16,11,4,46,2007
02/16/08,2008,1,2,7,16,11,4,46,2007
06/17/09,2009,2,6,25,17,3,1,12,2009
01/16/07,2007,1,1,3,16,10,4,42,2006
01/16/07,2007,1,1,3,16,10,4,42,2006
03/10/08,2008,1,3,11,10,12,4,50,2007
06/15/09,2009,2,6,25,15,3,1,12,2009
06/15/09,2009,2,6,25,15,3,1,12,2009
06/01/09,2009,2,6,23,1,3,1,10,2009
06/01/09,2009,2,6,23,1,3,1,10,2009
11/22/05,2005,4,11,48,22,8,3,35,2005
11/22/05,2005,4,11,48,22,8,3,35,2005
11/22/05,2005,4,11,48,22,8,3,35,2005
06/14/10,2010,2,6,25,14,3,1,12,2010
06/14/10,2010,2,6,25,14,3,1,12,2010
06/14/10,2010,2,6,25,14,3,1,12,2010
02/17/06,2006,1,2,7,17,11,4,46,2005
02/09/06,2006,1,2,6,9,11,4,45,2005
02/09/06,2006,1,2,6,9,11,4,45,2005
02/19/06,2006,1,2,8,19,11,4,47,2005
02/09/06,2006,1,2,6,9,11,4,45,2005
07/09/10,2010,3,7,28,9,4,2,15,2010
08/04/10,2010,3,8,32,4,5,2,19,2010
08/26/10,2010,3,8,35,26,5,2,22,2010
02/22/08,2008,1,2,8,22,11,4,47,2007
02/22/08,2008,1,2,8,22,11,4,47,2007
12/11/09,2009,4,12,50,11,9,3,37,2009
02/17/08,2008,1,2,8,17,11,4,47,2007
02/17/08,2008,1,2,8,17,11,4,47,2007
02/16/08,2008,1,2,7,16,11,4,46,2007
02/16/08,2008,1,2,7,16,11,4,46,2007
01/27/08,2008,1,1,5,27,10,4,44,2007
02/08/08,2008,1,2,6,8,11,4,45,2007
02/16/08,2008,1,2,7,16,11,4,46,2007
02/16/08,2008,1,2,7,16,11,4,46,2007
09/15/07,2007,3,9,37,15,6,2,24,2007
09/15/07,2007,3,9,37,15,6,2,24,2007
07/07/06,2006,3,7,27,7,4,2,14,2006
02/19/07,2007,1,2,8,19,11,4,47,2006
12/08/05,2005,4,12,50,8,9,3,37,2005
11/29/05,2005,4,11,49,29,8,3,36,2005
12/11/07,2007,4,12,50,11,9,3,37,2007
12/11/07,2007,4,12,50,11,9,3,37,2007
12/11/07,2007,4,12,50,11,9,3,37,2007
12/11/07,2007,4,12,50,11,9,3,37,2007
12/05/05,2005,4,12,50,5,9,3,37,2005
12/19/05,2005,4,12,52,19,9,3,39,2005
07/12/06,2006,3,7,28,12,4,2,15,2006
07/15/06,2006,3,7,28,15,4,2,15,2006
12/08/05,2005,4,12,50,8,9,3,37,2005
12/08/05,2005,4,12,50,8,9,3,37,2005
11/26/05,2005,4,11,48,26,8,3,35,2005
11/26/05,2005,4,11,48,26,8,3,35,2005
10/24/08,2008,4,10,43,24,7,3,30,2008
10/23/08,2008,4,10,43,23,7,3,30,2008
10/23/08,2008,4,10,43,23,7,3,30,2008
11/08/08,2008,4,11,45,8,8,3,32,2008
10/15/08,2008,4,10,42,15,7,3,29,2008
10/15/08,2008,4,10,42,15,7,3,29,2008
10/13/08,2008,4,10,42,13,7,3,29,2008
12/10/09,2009,4,12,50,10,9,3,37,2009
09/06/07,2007,3,9,36,6,6,2,23,2007
08/08/09,2009,3,8,32,8,5,2,19,2009
08/08/09,2009,3,8,32,8,5,2,19,2009
12/06/09,2009,4,12,50,6,9,3,37,2009
07/06/08,2008,3,7,28,6,4,2,15,2008
12/07/05,2005,4,12,50,7,9,3,37,2005
07/07/08,2008,3,7,28,7,4,2,15,2008
07/07/08,2008,3,7,28,7,4,2,15,2008
07/09/08,2008,3,7,28,9,4,2,15,2008
07/04/08,2008,3,7,27,4,4,2,14,2008
07/13/08,2008,3,7,29,13,4,2,16,2008
07/13/08,2008,3,7,29,13,4,2,16,2008
11/27/05,2005,4,11,49,27,8,3,36,2005
12/03/05,2005,4,12,49,3,9,3,36,2005
06/30/08,2008,2,6,27,30,3,1,14,2008
12/01/05,2005,4,12,49,1,9,3,36,2005
12/01/05,2005,4,12,49,1,9,3,36,2005
12/01/05,2005,4,12,49,1,9,3,36,2005
11/30/05,2005,4,11,49,30,8,3,36,2005
11/18/05,2005,4,11,47,18,8,3,34,2005
11/18/05,2005,4,11,47,18,8,3,34,2005
11/24/07,2007,4,11,47,24,8,3,34,2007
07/01/09,2009,3,7,27,1,4,2,14,2009
07/01/09,2009,3,7,27,1,4,2,14,2009
07/01/09,2009,3,7,27,1,4,2,14,2009
05/24/07,2007,2,5,21,24,2,1,8,2007
04/27/08,2008,2,4,18,27,1,1,5,2008
08/06/09,2009,3,8,32,6,5,2,19,2009
08/08/08,2008,3,8,32,8,5,2,19,2008
08/08/08,2008,3,8,32,8,5,2,19,2008
08/08/08,2008,3,8,32,8,5,2,19,2008
08/08/08,2008,3,8,32,8,5,2,19,2008
01/31/06,2006,1,1,5,31,10,4,44,2005
04/26/07,2007,2,4,17,26,1,1,4,2007
04/09/07,2007,2,4,15,9,1,1,2,2007
04/09/07,2007,2,4,15,9,1,1,2,2007
04/09/07,2007,2,4,15,9,1,1,2,2007
04/15/07,2007,2,4,16,15,1,1,3,2007
04/22/07,2007,2,4,17,22,1,1,4,2007
04/22/07,2007,2,4,17,22,1,1,4,2007
04/22/07,2007,2,4,17,22,1,1,4,2007
04/22/07,2007,2,4,17,22,1,1,4,2007
04/16/07,2007,2,4,16,16,1,1,3,2007
04/16/07,2007,2,4,16,16,1,1,3,2007
04/30/07,2007,2,4,18,30,1,1,5,2007
04/30/07,2007,2,4,18,30,1,1,5,2007
04/30/07,2007,2,4,18,30,1,1,5,2007
07/21/06,2006,3,7,29,21,4,2,16,2006
06/28/07,2007,2,6,26,28,3,1,13,2007
06/28/07,2007,2,6,26,28,3,1,13,2007
06/28/07,2007,2,6,26,28,3,1,13,2007
08/27/08,2008,3,8,35,27,5,2,22,2008
08/27/08,2008,3,8,35,27,5,2,22,2008
08/27/08,2008,3,8,35,27,5,2,22,2008
04/09/08,2008,2,4,15,9,1,1,2,2008
04/17/08,2008,2,4,16,17,1,1,3,2008
04/26/08,2008,2,4,17,26,1,1,4,2008
04/12/08,2008,2,4,15,12,1,1,2,2008
04/06/08,2008,2,4,15,6,1,1,2,2008
12/28/09,2009,4,12,1,28,9,3,40,2009
12/28/09,2009,4,12,1,28,9,3,40,2009
04/02/08,2008,2,4,14,2,1,1,1,2008
04/03/08,2008,2,4,14,3,1,1,1,2008
03/08/06,2006,1,3,10,8,12,4,49,2005
03/08/06,2006,1,3,10,8,12,4,49,2005
01/01/09,2009,1,1,1,1,10,4,40,2008
01/01/09,2009,1,1,1,1,10,4,40,2008
02/01/10,2010,1,2,6,1,11,4,45,2009
02/01/10,2010,1,2,6,1,11,4,45,2009
01/22/10,2010,1,1,4,22,10,4,43,2009
01/15/10,2010,1,1,3,15,10,4,42,2009
02/07/10,2010,1,2,7,7,11,4,46,2009
02/07/10,2010,1,2,7,7,11,4,46,2009
01/17/10,2010,1,1,4,17,10,4,43,2009
12/15/04,2004,4,12,51,15,9,3,38,2004
12/16/04,2004,4,12,51,16,9,3,38,2004
01/08/05,2005,1,1,2,8,10,4,41,2004
12/29/04,2004,4,12,1,29,9,3,40,2004
01/06/05,2005,1,1,2,6,10,4,41,2004
09/13/10,2010,3,9,38,13,6,2,25,2010
09/13/10,2010,3,9,38,13,6,2,25,2010
09/13/10,2010,3,9,38,13,6,2,25,2010
09/13/10,2010,3,9,38,13,6,2,25,2010
08/29/10,2010,3,8,36,29,5,2,23,2010
06/05/06,2006,2,6,23,5,3,1,10,2006
06/05/06,2006,2,6,23,5,3,1,10,2006
12/29/07,2007,4,12,52,29,9,3,39,2007
12/13/07,2007,4,12,50,13,9,3,37,2007
12/13/07,2007,4,12,50,13,9,3,37,2007
12/13/07,2007,4,12,50,13,9,3,37,2007
08/30/10,2010,3,8,36,30,5,2,23,2010
08/30/10,2010,3,8,36,30,5,2,23,2010
05/26/06,2006,2,5,21,26,2,1,8,2006
09/02/10,2010,3,9,36,2,6,2,23,2010
08/21/10,2010,3,8,34,21,5,2,21,2010
08/21/10,2010,3,8,34,21,5,2,21,2010
09/01/10,2010,3,9,36,1,6,2,23,2010
08/20/10,2010,3,8,34,20,5,2,21,2010
09/18/09,2009,3,9,38,18,6,2,25,2009
09/25/09,2009,3,9,39,25,6,2,26,2009
10/05/09,2009,4,10,41,5,7,3,28,2009
09/27/09,2009,3,9,40,27,6,2,27,2009
09/21/09,2009,3,9,39,21,6,2,26,2009
09/21/09,2009,3,9,39,21,6,2,26,2009
09/21/09,2009,3,9,39,21,6,2,26,2009
09/21/09,2009,3,9,39,21,6,2,26,2009
09/21/09,2009,3,9,39,21,6,2,26,2009
08/10/07,2007,3,8,32,10,5,2,19,2007
12/21/06,2006,4,12,51,21,9,3,38,2006
12/21/06,2006,4,12,51,21,9,3,38,2006
09/18/09,2009,3,9,38,18,6,2,25,2009
09/19/09,2009,3,9,38,19,6,2,25,2009
01/02/07,2007,1,1,1,2,10,4,40,2006
12/12/06,2006,4,12,50,12,9,3,37,2006
07/28/07,2007,3,7,30,28,4,2,17,2007
07/28/07,2007,3,7,30,28,4,2,17,2007
07/28/07,2007,3,7,30,28,4,2,17,2007
01/04/07,2007,1,1,1,4,10,4,40,2006
01/04/07,2007,1,1,1,4,10,4,40,2006
01/04/07,2007,1,1,1,4,10,4,40,2006
10/08/09,2009,4,10,41,8,7,3,28,2009
10/08/09,2009,4,10,41,8,7,3,28,2009
10/08/09,2009,4,10,41,8,7,3,28,2009
02/13/06,2006,1,2,7,13,11,4,46,2005
07/15/07,2007,3,7,29,15,4,2,16,2007
07/12/07,2007,3,7,28,12,4,2,15,2007
07/12/07,2007,3,7,28,12,4,2,15,2007
07/12/07,2007,3,7,28,12,4,2,15,2007
07/20/07,2007,3,7,29,20,4,2,16,2007
05/23/09,2009,2,5,21,23,2,1,8,2009
02/20/06,2006,1,2,8,20,11,4,47,2005
02/20/06,2006,1,2,8,20,11,4,47,2005
06/23/10,2010,2,6,26,23,3,1,13,2010
07/16/10,2010,3,7,29,16,4,2,16,2010
07/08/07,2007,3,7,28,8,4,2,15,2007
07/08/07,2007,3,7,28,8,4,2,15,2007
07/13/07,2007,3,7,28,13,4,2,15,2007
07/09/07,2007,3,7,28,9,4,2,15,2007
07/09/07,2007,3,7,28,9,4,2,15,2007
07/08/10,2010,3,7,28,8,4,2,15,2010
07/08/10,2010,3,7,28,8,4,2,15,2010
07/07/07,2007,3,7,27,7,4,2,14,2007
07/07/07,2007,3,7,27,7,4,2,14,2007
07/07/07,2007,3,7,27,7,4,2,14,2007
09/17/07,2007,3,9,38,17,6,2,25,2007
09/17/07,2007,3,9,38,17,6,2,25,2007
09/17/07,2007,3,9,38,17,6,2,25,2007
09/17/07,2007,3,9,38,17,6,2,25,2007
10/04/07,2007,4,10,40,4,7,3,27,2007
10/07/07,2007,4,10,41,7,7,3,28,2007
10/07/07,2007,4,10,41,7,7,3,28,2007
09/30/07,2007,3,9,40,30,6,2,27,2007
06/30/10,2010,2,6,27,30,3,1,14,2010
06/30/10,2010,2,6,27,30,3,1,14,2010
07/24/07,2007,3,7,30,24,4,2,17,2007
07/24/07,2007,3,7,30,24,4,2,17,2007
07/23/07,2007,3,7,30,23,4,2,17,2007
07/23/07,2007,3,7,30,23,4,2,17,2007
07/23/07,2007,3,7,30,23,4,2,17,2007
07/20/07,2007,3,7,29,20,4,2,16,2007
07/20/07,2007,3,7,29,20,4,2,16,2007
07/12/07,2007,3,7,28,12,4,2,15,2007
07/26/07,2007,3,7,30,26,4,2,17,2007
07/26/07,2007,3,7,30,26,4,2,17,2007
07/26/07,2007,3,7,30,26,4,2,17,2007
07/08/07,2007,3,7,28,8,4,2,15,2007
07/09/07,2007,3,7,28,9,4,2,15,2007
07/13/07,2007,3,7,28,13,4,2,15,2007
07/13/07,2007,3,7,28,13,4,2,15,2007
07/21/07,2007,3,7,29,21,4,2,16,2007
09/13/07,2007,3,9,37,13,6,2,24,2007
09/13/07,2007,3,9,37,13,6,2,24,2007
09/07/07,2007,3,9,36,7,6,2,23,2007
09/07/07,2007,3,9,36,7,6,2,23,2007
07/31/07,2007,3,7,31,31,4,2,18,2007
07/30/07,2007,3,7,31,30,4,2,18,2007
08/25/07,2007,3,8,34,25,5,2,21,2007
09/10/07,2007,3,9,37,10,6,2,24,2007
09/10/07,2007,3,9,37,10,6,2,24,2007
09/10/07,2007,3,9,37,10,6,2,24,2007
09/14/07,2007,3,9,37,14,6,2,24,2007
08/23/09,2009,3,8,35,23,5,2,22,2009
06/12/09,2009,2,6,24,12,3,1,11,2009
06/15/09,2009,2,6,25,15,3,1,12,2009
05/23/09,2009,2,5,21,23,2,1,8,2009
06/13/09,2009,2,6,24,13,3,1,11,2009
06/05/09,2009,2,6,23,5,3,1,10,2009
06/05/09,2009,2,6,23,5,3,1,10,2009
05/02/06,2006,2,5,18,2,2,1,5,2006
05/02/06,2006,2,5,18,2,2,1,5,2006
06/24/09,2009,2,6,26,24,3,1,13,2009
07/27/08,2008,3,7,31,27,4,2,18,2008
01/07/05,2005,1,1,2,7,10,4,41,2004
01/07/05,2005,1,1,2,7,10,4,41,2004
07/16/09,2009,3,7,29,16,4,2,16,2009
07/16/09,2009,3,7,29,16,4,2,16,2009
07/21/09,2009,3,7,30,21,4,2,17,2009
09/17/08,2008,3,9,38,17,6,2,25,2008
05/07/08,2008,2,5,19,7,2,1,6,2008
05/04/05,2005,2,5,19,4,2,1,6,2005
04/24/05,2005,2,4,18,24,1,1,5,2005
04/24/05,2005,2,4,18,24,1,1,5,2005
04/24/05,2005,2,4,18,24,1,1,5,2005
04/27/05,2005,2,4,18,27,1,1,5,2005
04/27/05,2005,2,4,18,27,1,1,5,2005
04/24/05,2005,2,4,18,24,1,1,5,2005
04/24/05,2005,2,4,18,24,1,1,5,2005
05/03/05,2005,2,5,19,3,2,1,6,2005
05/03/05,2005,2,5,19,3,2,1,6,2005
04/22/06,2006,2,4,16,22,1,1,3,2006
04/22/06,2006,2,4,16,22,1,1,3,2006
04/12/08,2008,2,4,15,12,1,1,2,2008
09/02/09,2009,3,9,36,2,6,2,23,2009
09/02/09,2009,3,9,36,2,6,2,23,2009
08/26/09,2009,3,8,35,26,5,2,22,2009
08/17/09,2009,3,8,34,17,5,2,21,2009
04/02/08,2008,2,4,14,2,1,1,1,2008
04/02/08,2008,2,4,14,2,1,1,1,2008
04/18/08,2008,2,4,16,18,1,1,3,2008
04/18/08,2008,2,4,16,18,1,1,3,2008
04/18/08,2008,2,4,16,18,1,1,3,2008
09/09/09,2009,3,9,37,9,6,2,24,2009
05/02/08,2008,2,5,18,2,2,1,5,2008
04/29/08,2008,2,4,18,29,1,1,5,2008
05/03/08,2008,2,5,18,3,2,1,5,2008
05/03/08,2008,2,5,18,3,2,1,5,2008
04/24/08,2008,2,4,17,24,1,1,4,2008
04/24/08,2008,2,4,17,24,1,1,4,2008
04/24/08,2008,2,4,17,24,1,1,4,2008
01/31/06,2006,1,1,5,31,10,4,44,2005
03/09/07,2007,1,3,10,9,12,4,49,2006
01/05/08,2008,1,1,1,5,10,4,40,2007
01/05/08,2008,1,1,1,5,10,4,40,2007
02/15/08,2008,1,2,7,15,11,4,46,2007
06/23/09,2009,2,6,26,23,3,1,13,2009
05/09/07,2007,2,5,19,9,2,1,6,2007
05/09/07,2007,2,5,19,9,2,1,6,2007
05/09/07,2007,2,5,19,9,2,1,6,2007
03/05/07,2007,1,3,10,5,12,4,49,2006
02/05/08,2008,1,2,6,5,11,4,45,2007
02/03/08,2008,1,2,6,3,11,4,45,2007
09/28/06,2006,3,9,39,28,6,2,26,2006
05/01/10,2010,2,5,18,1,2,1,5,2010
03/13/07,2007,1,3,11,13,12,4,50,2006
03/13/07,2007,1,3,11,13,12,4,50,2006
03/13/07,2007,1,3,11,13,12,4,50,2006
06/03/05,2005,2,6,23,3,3,1,10,2005
06/03/05,2005,2,6,23,3,3,1,10,2005
09/29/05,2005,3,9,40,29,6,2,27,2005
09/29/05,2005,3,9,40,29,6,2,27,2005
09/29/05,2005,3,9,40,29,6,2,27,2005
09/29/05,2005,3,9,40,29,6,2,27,2005
07/06/08,2008,3,7,28,6,4,2,15,2008
05/11/07,2007,2,5,19,11,2,1,6,2007
10/10/09,2009,4,10,41,10,7,3,28,2009
10/10/09,2009,4,10,41,10,7,3,28,2009
05/22/07,2007,2,5,21,22,2,1,8,2007
05/23/07,2007,2,5,21,23,2,1,8,2007
05/23/07,2007,2,5,21,23,2,1,8,2007
05/07/07,2007,2,5,19,7,2,1,6,2007
05/07/07,2007,2,5,19,7,2,1,6,2007
05/24/07,2007,2,5,21,24,2,1,8,2007
05/13/07,2007,2,5,20,13,2,1,7,2007
06/05/07,2007,2,6,23,5,3,1,10,2007
06/03/07,2007,2,6,23,3,3,1,10,2007
06/07/07,2007,2,6,23,7,3,1,10,2007
06/07/07,2007,2,6,23,7,3,1,10,2007
06/07/07,2007,2,6,23,7,3,1,10,2007
05/20/07,2007,2,5,21,20,2,1,8,2007
05/20/07,2007,2,5,21,20,2,1,8,2007
05/20/07,2007,2,5,21,20,2,1,8,2007
05/20/07,2007,2,5,21,20,2,1,8,2007
05/20/07,2007,2,5,21,20,2,1,8,2007
08/23/10,2010,3,8,35,23,5,2,22,2010
05/15/07,2007,2,5,20,15,2,1,7,2007
05/17/07,2007,2,5,20,17,2,1,7,2007
06/08/07,2007,2,6,23,8,3,1,10,2007
06/08/07,2007,2,6,23,8,3,1,10,2007
06/02/07,2007,2,6,22,2,3,1,9,2007
09/10/06,2006,3,9,37,10,6,2,24,2006
09/10/06,2006,3,9,37,10,6,2,24,2006
09/10/06,2006,3,9,37,10,6,2,24,2006
09/10/06,2006,3,9,37,10,6,2,24,2006
09/15/06,2006,3,9,37,15,6,2,24,2006
09/10/06,2006,3,9,37,10,6,2,24,2006
09/17/06,2006,3,9,38,17,6,2,25,2006
09/08/06,2006,3,9,36,8,6,2,23,2006
09/08/06,2006,3,9,36,8,6,2,23,2006
09/09/06,2006,3,9,36,9,6,2,23,2006
06/13/09,2009,2,6,24,13,3,1,11,2009
06/13/09,2009,2,6,24,13,3,1,11,2009
07/17/05,2005,3,7,30,17,4,2,17,2005
07/17/05,2005,3,7,30,17,4,2,17,2005
06/29/09,2009,2,6,27,29,3,1,14,2009
06/13/09,2009,2,6,24,13,3,1,11,2009
06/06/09,2009,2,6,23,6,3,1,10,2009
